EP loss_test loss_valid
0 5.523598670959473 5.523598670959473
1 5.472285270690918 5.472285270690918
2 5.42127799987793 5.42127799987793
3 5.370575428009033 5.370575428009033
4 5.3201775550842285 5.3201775550842285
5 5.270077705383301 5.270077705383301
6 5.220278739929199 5.220278739929199
7 5.170780181884766 5.170780181884766
8 5.12158203125 5.12158203125
9 5.072685718536377 5.072685718536377
10 5.024089813232422 5.024089813232422
11 4.975797653198242 4.975797653198242
12 4.927807331085205 4.927807331085205
13 4.880113124847412 4.88011360168457
14 4.832718849182129 4.832718849182129
15 4.7856268882751465 4.7856268882751465
16 4.738832473754883 4.738832473754883
17 4.6923370361328125 4.6923370361328125
18 4.646142959594727 4.646143436431885
19 4.600243091583252 4.600243091583252
20 4.554642677307129 4.554642677307129
21 4.509341239929199 4.509341239929199
22 4.4643425941467285 4.464343070983887
23 4.419651031494141 4.419651031494141
24 4.37525749206543 4.37525749206543
25 4.3311662673950195 4.3311662673950195
26 4.287380218505859 4.287380218505859
27 4.243886947631836 4.243886947631836
28 4.200687885284424 4.200687885284424
29 4.157782554626465 4.157782554626465
30 4.115162372589111 4.115162372589111
31 4.072836875915527 4.0728373527526855
32 4.030810832977295 4.030810832977295
33 3.989076614379883 3.989076852798462
34 3.9476335048675537 3.947633743286133
35 3.9064810276031494 3.9064810276031494
36 3.865614891052246 3.865615129470825
37 3.82503604888916 3.8250362873077393
38 3.7847516536712646 3.7847518920898438
39 3.7447574138641357 3.7447574138641357
40 3.7050540447235107 3.7050540447235107
41 3.6656413078308105 3.6656413078308105
42 3.626521587371826 3.626521587371826
43 3.587686538696289 3.587686538696289
44 3.54913330078125 3.549133539199829
45 3.510855197906494 3.510855197906494
46 3.472867488861084 3.472867727279663
47 3.435171127319336 3.435171127319336
48 3.397759437561035 3.397759437561035
49 3.360638380050659 3.360638380050659
50 3.323812246322632 3.323812246322632
51 3.2872633934020996 3.2872633934020996
52 3.250990629196167 3.250990629196167
53 3.215000867843628 3.215000867843628
54 3.1792943477630615 3.1792945861816406
55 3.1438705921173096 3.1438705921173096
56 3.1087265014648438 3.108726739883423
57 3.0738580226898193 3.0738582611083984
58 3.03926944732666 3.03926944732666
59 3.004958152770996 3.004958152770996
60 2.9709222316741943 2.9709224700927734
61 2.937164783477783 2.937164783477783
62 2.9036922454833984 2.9036922454833984
63 2.870490074157715 2.870490312576294
64 2.8375611305236816 2.8375611305236816
65 2.804898500442505 2.804898500442505
66 2.772512435913086 2.772512435913086
67 2.7404000759124756 2.7404000759124756
68 2.708561658859253 2.708561897277832
69 2.6769933700561523 2.6769933700561523
70 2.645695924758911 2.645695924758911
71 2.6146650314331055 2.6146650314331055
72 2.58390474319458 2.58390474319458
73 2.5534002780914307 2.5534002780914307
74 2.5231573581695557 2.5231573581695557
75 2.493178606033325 2.493178606033325
76 2.463463068008423 2.463463068008423
77 2.434011936187744 2.434011936187744
78 2.4048285484313965 2.4048285484313965
79 2.375906467437744 2.3759067058563232
80 2.3472394943237305 2.3472397327423096
81 2.318829298019409 2.318829298019409
82 2.2906734943389893 2.2906734943389893
83 2.2627720832824707 2.2627720832824707
84 2.2351255416870117 2.2351255416870117
85 2.207732915878296 2.207733154296875
86 2.1805925369262695 2.1805925369262695
87 2.153701066970825 2.153701066970825
88 2.127058506011963 2.127058744430542
89 2.10066294670105 2.10066294670105
90 2.0745227336883545 2.0745227336883545
91 2.0486271381378174 2.0486271381378174
92 2.02297306060791 2.02297306060791
93 1.9975666999816895 1.9975666999816895
94 1.9724053144454956 1.9724054336547852
95 1.947484016418457 1.947484016418457
96 1.9228017330169678 1.9228018522262573
97 1.898357629776001 1.8983577489852905
98 1.8741543292999268 1.8741544485092163
99 1.8501918315887451 1.8501918315887451
100 1.8264646530151367 1.8264646530151367
101 1.8029775619506836 1.8029775619506836
102 1.7797249555587769 1.7797249555587769
103 1.7567057609558105 1.7567057609558105
104 1.733915090560913 1.733915090560913
105 1.7113511562347412 1.7113512754440308
106 1.6890208721160889 1.6890209913253784
107 1.6669172048568726 1.666917324066162
108 1.6450409889221191 1.6450409889221191
109 1.6233841180801392 1.6233842372894287
110 1.6019501686096191 1.6019502878189087
111 1.5807390213012695 1.580739140510559
112 1.5597496032714844 1.5597496032714844
113 1.5389739274978638 1.5389740467071533
114 1.5184212923049927 1.5184212923049927
115 1.4980878829956055 1.4980878829956055
116 1.4779735803604126 1.4779736995697021
117 1.4580820798873901 1.4580820798873901
118 1.4384138584136963 1.4384139776229858
119 1.4189578294754028 1.4189579486846924
120 1.3997175693511963 1.3997175693511963
121 1.3806909322738647 1.3806910514831543
122 1.3618695735931396 1.3618695735931396
123 1.3432602882385254 1.343260407447815
124 1.3248530626296997 1.3248530626296997
125 1.306649923324585 1.3066500425338745
126 1.2886558771133423 1.2886559963226318
127 1.270861268043518 1.270861268043518
128 1.2532672882080078 1.2532674074172974
129 1.2358763217926025 1.235876441001892
130 1.218685507774353 1.218685507774353
131 1.2016934156417847 1.2016934156417847
132 1.184901237487793 1.1849013566970825
133 1.1683056354522705 1.1683056354522705
134 1.1519063711166382 1.1519063711166382
135 1.1356945037841797 1.1356946229934692
136 1.1196799278259277 1.1196799278259277
137 1.1038553714752197 1.1038554906845093
138 1.088220238685608 1.088220238685608
139 1.0727711915969849 1.0727711915969849
140 1.0575100183486938 1.0575100183486938
141 1.0424306392669678 1.0424307584762573
142 1.027533769607544 1.027533769607544
143 1.012817144393921 1.012817144393921
144 0.9982843995094299 0.9982845187187195
145 0.9839347004890442 0.983934760093689
146 0.9697633981704712 0.969763457775116
147 0.95577073097229 0.9557708501815796
148 0.9419613480567932 0.941961407661438
149 0.9283279776573181 0.9283280372619629
150 0.9148711562156677 0.9148712158203125
151 0.9015885591506958 0.9015886783599854
152 0.8884701132774353 0.8884701728820801
153 0.8755223155021667 0.8755223751068115
154 0.8627489805221558 0.8627489805221558
155 0.8501384854316711 0.8501385450363159
156 0.8376924395561218 0.8376924991607666
157 0.825413167476654 0.8254132270812988
158 0.8133046627044678 0.8133046627044678
159 0.8013577461242676 0.8013578653335571
160 0.789572536945343 0.789572536945343
161 0.7779492735862732 0.777949333190918
162 0.7664915323257446 0.7664916515350342
163 0.7551825046539307 0.7551825642585754
164 0.7440276145935059 0.7440276741981506
165 0.7330313920974731 0.7330314517021179
166 0.7221882939338684 0.7221883535385132
167 0.7114956974983215 0.7114957571029663
168 0.7009546160697937 0.7009546756744385
169 0.6905608177185059 0.6905609369277954
170 0.6803092956542969 0.6803093552589417
171 0.6701967120170593 0.6701968312263489
172 0.6602330207824707 0.6602330803871155
173 0.6504130363464355 0.6504130959510803
174 0.6407420635223389 0.6407421231269836
175 0.6312125325202942 0.6312126517295837
176 0.6218234896659851 0.6218235492706299
177 0.6125737428665161 0.6125737428665161
178 0.6034618616104126 0.6034619212150574
179 0.5944797992706299 0.5944799184799194
180 0.585637092590332 0.5856371521949768
181 0.5769290924072266 0.5769291520118713
182 0.5683503746986389 0.5683504343032837
183 0.5599015951156616 0.5599016547203064
184 0.5515838265419006 0.5515838861465454
185 0.5433957576751709 0.5433958172798157
186 0.5353419780731201 0.5353420376777649
187 0.527415931224823 0.5274159908294678
