EP loss_test loss_valid
0 5.487636089324951 5.487636566162109
1 5.400209426879883 5.400209903717041
2 5.313667297363281 5.313668251037598
3 5.228023529052734 5.228024005889893
4 5.143267631530762 5.14326810836792
5 5.059408664703369 5.059409141540527
6 4.97644567489624 4.976446628570557
7 4.894374370574951 4.894374847412109
8 4.8131842613220215 4.813185214996338
9 4.732873439788818 4.732873916625977
10 4.653435230255127 4.653435707092285
11 4.574869155883789 4.574869632720947
12 4.497182369232178 4.497182846069336
13 4.4203619956970215 4.420362949371338
14 4.344411849975586 4.344412326812744
15 4.269336700439453 4.269337177276611
16 4.195136070251465 4.195136547088623
17 4.121809005737305 4.121809959411621
18 4.049351215362549 4.049351692199707
19 3.977752923965454 3.9777534008026123
20 3.9070208072662354 3.9070212841033936
21 3.8371450901031494 3.8371455669403076
22 3.7681214809417725 3.7681221961975098
23 3.6999564170837402 3.6999568939208984
24 3.632640838623047 3.632641315460205
25 3.56618070602417 3.566181182861328
26 3.5005834102630615 3.5005838871002197
27 3.4358160495758057 3.435816764831543
28 3.371880531311035 3.3718810081481934
29 3.3087854385375977 3.308785915374756
30 3.246525287628174 3.246525764465332
31 3.185096502304077 3.1850969791412354
32 3.124498128890991 3.1244986057281494
33 3.064730644226074 3.0647311210632324
34 3.005772829055786 3.0057733058929443
35 2.947620153427124 2.9476206302642822
36 2.890268564224243 2.8902690410614014
37 2.833721399307251 2.833721876144409
38 2.777968406677246 2.7779688835144043
39 2.723010301589966 2.723010778427124
40 2.668846368789673 2.668846845626831
41 2.6154720783233643 2.6154727935791016
42 2.5628788471221924 2.5628793239593506
43 2.5110692977905273 2.5110700130462646
44 2.4600303173065186 2.4600307941436768
45 2.4097585678100586 2.409759044647217
46 2.3602585792541504 2.3602590560913086
47 2.3115227222442627 2.311523199081421
48 2.2635228633880615 2.2635233402252197
49 2.2162692546844482 2.2162697315216064
50 2.1697580814361572 2.1697585582733154
51 2.123990058898926 2.123990535736084
52 2.078946590423584 2.078947067260742
53 2.0346198081970215 2.0346202850341797
54 1.99100923538208 1.9910097122192383
55 1.9481128454208374 1.9481133222579956
56 1.9059199094772339 1.905920386314392
57 1.8644410371780396 1.8644415140151978
58 1.8236616849899292 1.8236621618270874
59 1.7835681438446045 1.7835686206817627
60 1.7441675662994385 1.7441680431365967
61 1.705460548400879 1.705461025238037
62 1.6674224138259888 1.667422890663147
63 1.6300487518310547 1.630049228668213
64 1.5933387279510498 1.5933393239974976
65 1.5572787523269653 1.5572792291641235
66 1.5218572616577148 1.521857738494873
67 1.4870843887329102 1.4870848655700684
68 1.4529454708099365 1.4529459476470947
69 1.4194495677947998 1.419450044631958
70 1.386573076248169 1.3865735530853271
71 1.3543099164962769 1.3543105125427246
72 1.3226573467254639 1.322657823562622
73 1.291614055633545 1.2916145324707031
74 1.2611794471740723 1.2611799240112305
75 1.231333613395691 1.2313340902328491
76 1.2020609378814697 1.202061414718628
77 1.173363208770752 1.1733638048171997
78 1.1452440023422241 1.1452444791793823
79 1.117689609527588 1.117690086364746
80 1.0906965732574463 1.0906970500946045
81 1.06425940990448 1.0642600059509277
82 1.0383703708648682 1.0383708477020264
83 1.0130202770233154 1.0130208730697632
84 0.988210916519165 0.9882113933563232
85 0.9639368057250977 0.9639373421669006
86 0.9401795864105225 0.9401801228523254
87 0.9169353246688843 0.9169358611106873
88 0.8942042589187622 0.89420485496521
89 0.8719767928123474 0.8719773292541504
90 0.8502530455589294 0.8502535820007324
91 0.8290221691131592 0.8290227651596069
92 0.8082718849182129 0.8082723617553711
93 0.7880072593688965 0.7880077362060547
94 0.7682145833969116 0.7682150602340698
95 0.7488863468170166 0.7488868832588196
96 0.7300106883049011 0.7300112247467041
97 0.7115898728370667 0.7115904092788696
98 0.693615198135376 0.693615734577179
99 0.6760745644569397 0.6760751008987427
100 0.6589530110359192 0.6589535474777222
101 0.6422536373138428 0.6422541737556458
102 0.6259745359420776 0.6259750723838806
103 0.6101070642471313 0.6101076006889343
104 0.5946409702301025 0.5946415662765503
105 0.5795679092407227 0.5795683860778809
106 0.5648888349533081 0.5648893713951111
107 0.550608217716217 0.5506086945533752
108 0.5367017984390259 0.5367022752761841
109 0.5231801867485046 0.5231807231903076
110 0.5100324153900146 0.5100330114364624
111 0.4972531795501709 0.4972536563873291
112 0.4848436117172241 0.4848441779613495
113 0.4727832078933716 0.47278374433517456
114 0.46107715368270874 0.4610777199268341
115 0.4497135281562805 0.4497140347957611
116 0.43867480754852295 0.43867528438568115
117 0.4279637336730957 0.4279642701148987
118 0.4175770878791809 0.4175776243209839
119 0.4075077474117279 0.4075082540512085
120 0.3977455794811249 0.39774608612060547
121 0.388294517993927 0.3882950246334076
122 0.37914252281188965 0.37914299964904785
123 0.3702850937843323 0.3702855706214905
124 0.36171993613243103 0.361720472574234
125 0.35344547033309937 0.35344600677490234
126 0.34544864296913147 0.34544914960861206
127 0.33772826194763184 0.3377287685871124
128 0.3302795886993408 0.3302801251411438
129 0.3230961263179779 0.3230966329574585
130 0.31618157029151917 0.31618207693099976
131 0.3095228374004364 0.3095233738422394
132 0.3031129240989685 0.3031134307384491
133 0.29695749282836914 0.29695799946784973
134 0.2910429835319519 0.2910435199737549
135 0.2853698432445526 0.2853703796863556
136 0.27992892265319824 0.27992942929267883
137 0.27471572160720825 0.27471622824668884
138 0.2697278559207916 0.2697283923625946
139 0.2649635374546051 0.2649640738964081
140 0.26041316986083984 0.2604137063026428
141 0.25607725977897644 0.2560777962207794
142 0.2519446313381195 0.2519451677799225
143 0.24801163375377655 0.24801217019557953
144 0.2442745566368103 0.2442750632762909
145 0.24072903394699097 0.24072955548763275
146 0.237371563911438 0.23737210035324097
147 0.2342001050710678 0.2342006117105484
148 0.2312171310186386 0.2312176674604416
149 0.22841224074363708 0.22841277718544006
150 0.22578255832195282 0.2257830947637558
151 0.2233237475156784 0.2233242690563202
152 0.2210400253534317 0.2210405468940735
153 0.2189241498708725 0.2189246565103531
154 0.21696899831295013 0.2169695347547531
155 0.21517013013362885 0.21517060697078705
156 0.21352140605449677 0.21352192759513855
157 0.2120169997215271 0.2120175063610077
158 0.2106611579656601 0.21066166460514069
159 0.20944876968860626 0.20944927632808685
160 0.20837891101837158 0.20837941765785217
161 0.2074488401412964 0.20744936168193817
162 0.20665355026721954 0.20665410161018372
163 0.20599456131458282 0.205995112657547
164 0.2054615318775177 0.20546205341815948
165 0.2050498127937317 0.20505031943321228
166 0.20475398004055023 0.2047545164823532
167 0.20448359847068787 0.20448412001132965
168 0.20421873033046722 0.204219251871109
169 0.2039518803358078 0.20395241677761078
170 0.20368486642837524 0.20368538796901703
171 0.20341786742210388 0.20341841876506805
172 0.2031525820493698 0.2031531035900116
173 0.20288506150245667 0.20288558304309845
174 0.2026202529668808 0.2026207447052002
