,component,feature,axis
179,0.11666481305049242,qMuEn_6,2
180,0.109428234933326,qlumiEvt__6,2
181,0.10936726904132026,qlumiEvt__4,2
182,0.10927740973260229,qlumiEvt__0,2
183,0.10920438928870393,qlumiEvt__5,2
184,0.10826732038010072,qlumiEvt__3,2
185,0.10739148999817091,qlumiEvt__2,2
186,0.10666792345101792,qglobTkPt_4,2
187,0.10625344352305216,qglobTkNHits_1,2
188,0.1015659097608652,qMuEn_5,2
189,0.08979075927242572,qMuPt_6,2
190,0.08915377562356423,qpVtxChi2__4,2
191,0.08685686173817726,qMuNCh_0,2
192,0.08115998279725492,qpVtxX__5,2
193,0.07903971376148279,qMuNCh_6,2
194,0.07757429520962571,qglobTkChi2_3,2
195,0.060682735697087424,qpVtxX__6,2
196,0.06052643064312566,qMuEta_1,2
197,0.05990781369476519,qglobTkPt_5,2
198,0.059769058591052755,qglobTkChi2_4,2
199,0.055854183677310223,qpVtxY__6,2
200,0.052351933301564166,qpVtxY__5,2
201,0.048497109519337264,qglobTkEta_1,2
202,0.04555804730085785,qMuEta_3,2
203,0.04341877012877902,qglobTkChi2_5,2
204,0.04214487861321567,qpVtxX__4,2
205,0.03943728350617333,qpVtxX__0,2
206,0.03894427024927144,qglobTkChi2_2,2
207,0.03852159600607095,qpVtxNtr__2,2
208,0.0346105495252714,qpVtxY__4,2
209,0.03303428800329289,qglobTkEta_2,2
210,0.031780176907275276,qpVtxY__0,2
211,0.028140491210138254,qpVtxX__2,2
212,0.026604429968803505,qglobTkN_4,2
213,0.026604429968803505,qglobTkN__4,2
214,0.02584611617478897,qglobTkEta_6,2
215,0.02528341890472465,qMuEta_2,2
216,0.024873653445973077,qpVtxZ__1,2
217,0.024733378198530612,qpVtxNtr__1,2
218,0.024686193270697345,qMuEn_4,2
219,0.0244812020746422,qglobTkPt_6,2
220,0.023843180774061352,qMuPt_4,2
221,0.0235543918171284,qMuEta_6,2
222,0.023159648161924572,qglobTkNHits_2,2
223,0.02239877014261913,qpVtxChi2__5,2
224,0.022097347225139907,qMuEta_5,2
225,0.021583900322354212,qpVtxChi2__6,2
226,0.018802706098777402,qglobTkPt_2,2
227,0.018785687382803968,qMuNCh_4,2
228,0.018189980509173802,qMuEn_2,2
229,0.018112138487432018,qpVtxNtr__0,2
230,0.016029041664298145,qpVtxNtr__6,2
231,0.015286280600459988,qpVtxY__1,2
232,0.01519608949573641,qglobTkEta_3,2
233,0.014923730568796149,qpVtxY__3,2
234,0.014746831700915383,qglobTkEta_5,2
235,0.013456212341492121,qpVtxNtr__4,2
236,0.013155422894867253,qpVtxX__1,2
237,0.011552288499709322,qpVtxY__2,2
238,0.010416271095222085,qpVtxNtr__5,2
239,0.010384314099723763,qpVtxNtr__3,2
240,0.009203372050709872,qMuPt_2,2
241,0.009157016010697721,qMuEn_3,2
242,0.007610094476714751,qglobTkEta_0,2
243,0.0075146203496565265,qglobTkChi2_6,2
244,0.0073757834519579835,qglobTkEta_4,2
245,0.007265103301605121,qglobTkN_2,2
246,0.007265103301605121,qglobTkN__2,2
247,0.006105640934528898,qpVtxZ__2,2
248,0.004972487040624197,qMuEta_4,2
249,0.004141851789903594,qpVtxZ__3,2
250,0.0037034553228281267,qpVtxZ__0,2
251,0.003693165133696208,qMuPt_3,2
252,0.0036091475896029633,qpVtxZ__4,2
253,0.0032160612606221724,qMuEta_0,2
254,0.003073200434620878,qpVtxZ__5,2
255,0.0027099345647729352,qMuNCh_2,2
256,0.002210714379217065,qglobTkN_3,2
257,0.002210714379217065,qglobTkN__3,2
258,0.0018336099986239298,qglobTkPhi_1,2
259,0.0016640174320591893,qglobTkPhi_5,2
260,0.0014398726441057028,qglobTkPhi_2,2
261,0.0014369414687551482,qglobTkPhi_3,2
262,0.0013254890878169033,qpVtxZ__6,2
263,0.0012121429727153926,qMuNCh_3,2
264,0.0008454382246819705,qMuPhi_1,2
265,0.0008089431504357377,qpVtxX__3,2
266,0.0007636547071759689,qMuPhi_4,2
267,0.0005475773555495382,qMuPhi_5,2
268,0.0003861664984342179,qglobTkPhi_6,2
269,0.0003336133859058799,qglobTkPt_0,2
270,0.00033022571933515965,qglobTkPhi_4,2
271,0.00024685149633087774,qMuPhi_0,2
272,0.00022742609806618045,qpVtxChi2__1,2
273,0.000208314043433644,qglobTkPhi_0,2
274,0.0001655061333627834,qMuPhi_2,2
275,0.00014650434709800525,qMuPhi_3,2
276,0.00010124070386373918,qMuPt_0,2
277,6.680016075825856e-05,qglobTkChi2_0,2
278,6.54873791353485e-05,qglobTkChi2_1,2
279,5.674564904160879e-05,qPUEvt__1,2
280,5.1659092884666126e-05,qlumiEvt__1,2
281,4.582433770701347e-05,qMuPt_1,2
282,2.9302209852335695e-05,qglobTkPt_1,2
283,2.5080852878059308e-05,qpVtxChi2__0,2
284,1.246121990970386e-05,qMuEn_0,2
285,1.2262003213781408e-05,qMuEn_1,2
286,5.648446141428973e-06,qMuPhi_6,2
287,0.0,qMuChi2_0,2
288,0.0,qMuChi2_1,2
289,0.0,qMuChi2_2,2
290,0.0,qMuChi2_3,2
291,0.0,qMuChi2_4,2
292,0.0,qMuChi2_5,2
293,0.0,qMuChi2_6,2
