total_se run lumi
-2.5048339608579795 283885 1073
-2.0027571923667082 283885 1074
-6.639202656091285 283885 1075
6.726364911791514 283885 1076
1.6553827784710364 283885 1077
-6.0589652382932115 283885 1078
-3.395584938405271 283885 1079
-2.3179798504755666 283885 1080
0.9516461372346967 283885 1081
-4.986446412447293 283885 1082
-2.6209317023035155 283885 1083
-7.513509787338691 283885 1084
-4.169869361468841 283885 1085
-3.7137406012101835 283885 1086
11.18392259312153 283885 1087
0.1384297600109008 283885 1088
-3.021911110244652 283885 1089
0.03406424687494791 283885 1090
-2.6622857669428157 283885 1091
-4.114248224666547 283885 1092
1.8827505360414207 283885 1093
-4.570594495281043 283885 1094
-4.456034875711502 283885 1095
-5.133325837021083 283885 1096
2.214779297890864 283885 1097
-0.6901557639647677 283885 1098
-3.355095931637905 283885 1099
0.5052522959103527 283885 1100
2.412037256099758 283885 1103
-3.340067089384661 283885 1104
-3.390597439971664 283885 1105
-3.7945245542626154 283885 1106
-4.378679508306156 283885 1107
-1.7784576866396193 283885 1108
0.8888741796059563 283885 1109
-4.346227088565932 283885 1110
-2.8209858371179948 283885 1111
-3.908327483577416 283885 1112
12.044265448194757 283885 1113
-0.795980478346813 283885 1114
-1.6175417588887555 283885 1115
-1.5454488769324541 283885 1116
-4.529086384767211 283885 1117
-4.856824823017078 283885 1118
-4.026947607376393 283885 1119
-2.5641551966391134 283885 1120
-3.8702784430039756 283885 1121
-6.422518503733606 283885 1124
-6.125052623128411 283885 1125
1.2849191381868366 283885 1126
-2.6394974747033118 283885 1127
-2.1731838979702403 283885 1128
-3.5851051183875313 283885 1129
-5.330829320384808 283885 1130
4.007985101354748 283885 1131
-0.207843244080685 283885 1132
-5.49404928787682 283885 1133
-4.359878109252072 283885 1136
-2.262942183229427 283885 1137
-3.830960552685717 283885 1138
-3.219414869287945 283885 1139
0.04634902049713929 283885 1142
-2.9345548011022444 283885 1143
-3.6063137112270454 283885 1144
-2.885995038023289 283885 1145
-0.3020354364096818 283885 1146
-3.547776120916538 283885 1147
-3.088282118660203 283885 1148
-4.55053300255193 283885 1149
-4.07831063508133 283885 1150
-3.9987219961794764 283885 1151
