EP loss_train loss_valid
1 39.501773834228516 39.40260314941406
2 36.95439529418945 36.83099365234375
3 35.96748352050781 35.87483215332031
4 35.31829833984375 35.24859619140625
5 34.77540969848633 34.719173431396484
6 34.280357360839844 34.234580993652344
7 33.813228607177734 33.77589797973633
8 33.365440368652344 33.33597946166992
9 32.93284606933594 32.91114044189453
10 32.513404846191406 32.498634338378906
11 32.1050910949707 32.09666061401367
12 31.70635986328125 31.70391082763672
13 31.31578254699707 31.319150924682617
14 30.932621002197266 30.941499710083008
15 30.55624771118164 30.570236206054688
16 30.185976028442383 30.204673767089844
17 29.82123565673828 29.844160079956055
18 29.46147346496582 29.4885196685791
19 29.10679817199707 29.13750648498535
20 28.757282257080078 28.791433334350586
21 28.412633895874023 28.449846267700195
22 28.07354164123535 28.11378288269043
23 27.740657806396484 27.783491134643555
24 27.41420555114746 27.458728790283203
25 27.093862533569336 27.13943862915039
26 26.7795352935791 26.82569122314453
27 26.469863891601562 26.51665687561035
28 26.16518211364746 26.211353302001953
29 25.864734649658203 25.90989875793457
30 25.568161010742188 25.611913681030273
31 25.27532386779785 25.31756591796875
32 24.98600196838379 25.02658462524414
33 24.69980239868164 24.737714767456055
34 24.41543197631836 24.449819564819336
35 24.129880905151367 24.160430908203125
36 23.841089248657227 23.86883544921875
37 23.55078887939453 23.576688766479492
38 23.26042938232422 23.285303115844727
39 22.972919464111328 22.997182846069336
40 22.69026756286621 22.714258193969727
41 22.41334342956543 22.436948776245117
42 22.14252471923828 22.165761947631836
43 21.877830505371094 21.900741577148438
44 21.61911392211914 21.641681671142578
45 21.366167068481445 21.388479232788086
46 21.118804931640625 21.140384674072266
47 20.876855850219727 20.8983154296875
48 20.639789581298828 20.66090202331543
49 20.40717887878418 20.427894592285156
50 20.178752899169922 20.198993682861328
51 19.954240798950195 19.973983764648438
52 19.733373641967773 19.752548217773438
53 19.515949249267578 19.534469604492188
54 19.301597595214844 19.31955909729004
55 19.09009552001953 19.107473373413086
56 18.881349563598633 18.89803695678711
57 18.67507553100586 18.691112518310547
58 18.471078872680664 18.48646354675293
59 18.269119262695312 18.28387451171875
60 18.068984985351562 18.08295249938965
61 17.870771408081055 17.88404083251953
62 17.674781799316406 17.687456130981445
63 17.48123550415039 17.49338722229004
64 17.289968490600586 17.301748275756836
65 17.10106658935547 17.112464904785156
66 16.914352416992188 16.925403594970703
67 16.7297420501709 16.740415573120117
68 16.547182083129883 16.557374954223633
69 16.36650848388672 16.376155853271484
70 16.187606811523438 16.19666290283203
71 16.01026153564453 16.018768310546875
72 15.834356307983398 15.842283248901367
73 15.659680366516113 15.666947364807129
74 15.486072540283203 15.49266529083252
75 15.313169479370117 15.318889617919922
76 15.140555381774902 15.14542007446289
77 14.968132019042969 14.97227668762207
78 14.79598331451416 14.799456596374512
79 14.624311447143555 14.62728500366211
80 14.453320503234863 14.455976486206055
81 14.283560752868652 14.285998344421387
82 14.115663528442383 14.117925643920898
83 13.949796676635742 13.951915740966797
84 13.786018371582031 13.788030624389648
85 13.624150276184082 13.626086235046387
86 13.464079856872559 13.46600341796875
87 13.305700302124023 13.30763053894043
88 13.148950576782227 13.150842666625977
89 12.993800163269043 12.995565414428711
90 12.840110778808594 12.841900825500488
91 12.687906265258789 12.689611434936523
92 12.537125587463379 12.538665771484375
93 12.387722969055176 12.389063835144043
94 12.239704132080078 12.240785598754883
95 12.09301471710205 12.093902587890625
96 11.94758415222168 11.948126792907715
97 11.80322551727295 11.803680419921875
98 11.660013198852539 11.660355567932129
99 11.517854690551758 11.518059730529785
100 11.376687049865723 11.376839637756348
101 11.236440658569336 11.2366361618042
102 11.09714412689209 11.09740161895752
103 10.95871639251709 10.95907974243164
104 10.821172714233398 10.821673393249512
105 10.684531211853027 10.685151100158691
106 10.548859596252441 10.5496187210083
107 10.414170265197754 10.41500186920166
108 10.280434608459473 10.281414031982422
109 10.14769172668457 10.148721694946289
110 10.015985488891602 10.017112731933594
111 9.885385513305664 9.886710166931152
112 9.756267547607422 9.758513450622559
113 9.629088401794434 9.632182121276855
114 9.503528594970703 9.506756782531738
115 9.379014015197754 9.382241249084473
116 9.255359649658203 9.258525848388672
117 9.13259220123291 9.135684967041016
118 9.010644912719727 9.013626098632812
119 8.88947868347168 8.892465591430664
120 8.769121170043945 8.772130012512207
121 8.649502754211426 8.652441024780273
122 8.530606269836426 8.533702850341797
123 8.412423133850098 8.415522575378418
124 8.294930458068848 8.29814624786377
125 8.178147315979004 8.181556701660156
126 8.062127113342285 8.06562328338623
127 7.946890354156494 7.950565338134766
128 7.832404613494873 7.836313724517822
129 7.718810558319092 7.722896575927734
130 7.605980396270752 7.610193252563477
131 7.493955135345459 7.498312950134277
132 7.382635593414307 7.3872575759887695
133 7.272201061248779 7.2769622802734375
134 7.162487506866455 7.167429447174072
135 7.05352783203125 7.058706760406494
136 6.945293426513672 6.950689315795898
137 6.837837219238281 6.843404769897461
138 6.731081008911133 6.736891746520996
139 6.625065326690674 6.631006717681885
140 6.519671440124512 6.525771617889404
141 6.415001392364502 6.4213738441467285
142 6.310944557189941 6.3174333572387695
143 6.207551956176758 6.214329719543457
144 6.104837417602539 6.111787796020508
145 6.002918720245361 6.010108947753906
146 5.9017462730407715 5.909176349639893
147 5.80132532119751 5.80902624130249
148 5.701618671417236 5.709505558013916
149 5.602495193481445 5.610548496246338
150 5.504073619842529 5.512245178222656
151 5.406217575073242 5.414508819580078
152 5.30903959274292 5.317469596862793
153 5.21237850189209 5.2210469245910645
154 5.116279125213623 5.124934673309326
155 5.020672798156738 5.029541969299316
156 4.925536632537842 4.934529781341553
157 4.8310346603393555 4.84010648727417
158 4.7371649742126465 4.746461868286133
159 4.644007682800293 4.653417587280273
160 4.551506042480469 4.561022758483887
161 4.459720611572266 4.469432353973389
162 4.3687028884887695 4.378566741943359
163 4.278353214263916 4.28833532333374
164 4.188652992248535 4.198821544647217
165 4.099621295928955 4.11001443862915
166 4.011305809020996 4.021756649017334
167 3.9236092567443848 3.934190511703491
168 3.8368003368377686 3.8476343154907227
169 3.7508742809295654 3.7617571353912354
170 3.665642023086548 3.6767659187316895
171 3.58133864402771 3.592517852783203
172 3.497769355773926 3.509005546569824
173 3.4150192737579346 3.4262747764587402
174 3.3330485820770264 3.34440016746521
175 3.2519114017486572 3.2634270191192627
176 3.171579599380493 3.1831929683685303
177 3.092181444168091 3.103884220123291
178 3.013608932495117 3.025364637374878
179 2.935948610305786 2.9476990699768066
180 2.8591017723083496 2.8709099292755127
181 2.7831642627716064 2.7950878143310547
182 2.708281993865967 2.720249891281128
183 2.6344122886657715 2.646362781524658
184 2.561490535736084 2.5734543800354004
185 2.489664077758789 2.501721143722534
186 2.418804407119751 2.4309566020965576
187 2.3490631580352783 2.3611631393432617
188 2.2803823947906494 2.2925302982330322
189 2.212770938873291 2.225003242492676
190 2.1462790966033936 2.15846586227417
191 2.0808188915252686 2.0928955078125
192 2.016421318054199 2.0286319255828857
193 1.9530731439590454 1.9653425216674805
194 1.890870451927185 1.903141736984253
195 1.8297615051269531 1.8419182300567627
196 1.7697227001190186 1.7817822694778442
197 1.7107503414154053 1.7227783203125
198 1.6528751850128174 1.6649037599563599
199 1.5960910320281982 1.6080217361450195
200 1.5403025150299072 1.5522135496139526
201 1.4856808185577393 1.4974559545516968
202 1.4320673942565918 1.4438761472702026
203 1.3796435594558716 1.3912346363067627
204 1.3282570838928223 1.339827537536621
205 1.2779709100723267 1.289479374885559
206 1.228714108467102 1.2400459051132202
207 1.1805816888809204 1.1918277740478516
208 1.1335374116897583 1.144761562347412
209 1.087544322013855 1.0985158681869507
210 1.0426740646362305 1.0535352230072021
211 0.9989123940467834 1.009728193283081
212 0.9561899900436401 0.9668096303939819
213 0.9145645499229431 0.9252117872238159
214 0.8739567399024963 0.8844440579414368
215 0.8345896601676941 0.8448768854141235
216 0.7962484359741211 0.8064438700675964
217 0.7589614987373352 0.7688562273979187
218 0.7228226661682129 0.7326626181602478
219 0.6877231597900391 0.6973047852516174
220 0.6537684202194214 0.6630688905715942
221 0.6207906007766724 0.6299747824668884
222 0.5889781713485718 0.5980892777442932
223 0.5581592917442322 0.567046582698822
224 0.5284487009048462 0.537216305732727
225 0.4997500777244568 0.5081465840339661
226 0.4720306992530823 0.48028385639190674
227 0.44540175795555115 0.4534931182861328
228 0.41980838775634766 0.42765554785728455
229 0.3953472971916199 0.40298575162887573
230 0.37187740206718445 0.3794025778770447
231 0.34944087266921997 0.35654178261756897
232 0.32808029651641846 0.33507397770881653
233 0.30760112404823303 0.3144129514694214
234 0.2881641089916229 0.29483816027641296
235 0.2697775065898895 0.27613914012908936
236 0.2522391974925995 0.2584622800350189
237 0.23569852113723755 0.24159088730812073
238 0.2200666069984436 0.22578927874565125
239 0.20529189705848694 0.2107703685760498
240 0.19146504998207092 0.19677376747131348
241 0.1783815622329712 0.1835421323776245
242 0.1662375032901764 0.1710759550333023
243 0.1547795683145523 0.1595616489648819
244 0.14416979253292084 0.14866366982460022
245 0.13421526551246643 0.1385168582201004
246 0.1250993311405182 0.1291222721338272
247 0.11651797592639923 0.12044700235128403
248 0.10870656371116638 0.11215069144964218
249 0.10137573629617691 0.10491271317005157
250 0.09461542963981628 0.0978284627199173
251 0.08845356851816177 0.09143432974815369
252 0.08279603719711304 0.08577413111925125
253 0.07763096690177917 0.08012738078832626
254 0.07289780676364899 0.07552923262119293
255 0.06841851025819778 0.0706978365778923
256 0.06444905698299408 0.0666767954826355
257 0.060825422406196594 0.0630895346403122
258 0.05754949152469635 0.05936213210225105
259 0.05447281152009964 0.0562761165201664
260 0.05169576406478882 0.05336286127567291
261 0.04917953908443451 0.05091457441449165
262 0.04693886637687683 0.048384279012680054
263 0.0448647178709507 0.0462661013007164
264 0.04286046326160431 0.04424801468849182
265 0.04113006219267845 0.04225639998912811
266 0.039558324962854385 0.04077436774969101
267 0.03812213987112045 0.03925115615129471
268 0.03684615343809128 0.03774881362915039
269 0.035696856677532196 0.03675144165754318
270 0.03474195674061775 0.035490553826093674
271 0.033801060169935226 0.034664418548345566
272 0.033061590045690536 0.033868223428726196
273 0.032172609120607376 0.0327996201813221
274 0.031381700187921524 0.03202506899833679
275 0.030699271708726883 0.03135432302951813
276 0.030191930010914803 0.0309040155261755
277 0.029586631804704666 0.030127767473459244
278 0.029076430946588516 0.029777759686112404
279 0.028581881895661354 0.02892734296619892
280 0.028142383322119713 0.028707629069685936
281 0.02777376025915146 0.028210505843162537
282 0.027404678985476494 0.027805272489786148
283 0.027051489800214767 0.027497556060552597
284 0.0267924927175045 0.027213912457227707
285 0.02674548327922821 0.02719711884856224
286 0.02644938975572586 0.026694636791944504
