total_se run lumi
0.032579731196165085 321149 1556
0.03375937044620514 321149 1557
0.030230209231376648 321149 1555
0.031394850462675095 321149 1554
0.6213783621788025 321162 31
0.15092581510543823 321162 52
0.5987113118171692 321162 26
1.243415355682373 321162 27
0.13260981440544128 321162 19
2.5763044357299805 321162 28
0.7252857685089111 321162 29
0.19470755755901337 321162 30
0.1630890816450119 321162 20
0.21835041046142578 321162 21
1.6196708679199219 321162 22
0.48798346519470215 321162 35
1.530788779258728 321162 36
1.0581624507904053 321162 23
0.4009421765804291 321162 24
0.14180871844291687 321162 25
0.25346046686172485 321162 32
0.13855859637260437 321162 33
0.2900652289390564 321162 34
0.13054250180721283 321162 37
0.1420942097902298 321162 38
0.12236123532056808 321162 39
0.11392122507095337 321162 40
0.1311466097831726 321162 41
0.11169251054525375 321162 42
0.11622987687587738 321162 43
0.11062345653772354 321162 44
0.1427733302116394 321162 45
0.3253936171531677 321162 46
0.11338990926742554 321162 47
0.10669170320034027 321162 48
0.12483590841293335 321162 49
0.11971843242645264 321162 50
0.11024202406406403 321162 51
0.3207014203071594 321164 65
0.3334161043167114 321164 61
0.3465656638145447 321164 59
0.3521411120891571 321164 63
0.3648197054862976 321164 60
0.30479609966278076 321164 64
1.537965178489685 321261 55
1.900320291519165 321261 56
0.662945568561554 321261 57
0.1397348791360855 321261 44
0.1584441363811493 321261 45
0.13983207941055298 321261 46
0.14214718341827393 321261 47
0.13322925567626953 321261 48
3.0195908546447754 321261 49
1.2686480283737183 321261 50
0.7265433073043823 321261 51
0.1965213119983673 321261 52
0.3984435796737671 321261 53
0.95344477891922 321261 54
0.12131147086620331 321310 146
0.1558327078819275 321310 147
0.1492759883403778 321310 148
0.18403933942317963 321310 149
0.15615127980709076 321310 150
0.16302049160003662 321310 114
0.16309545934200287 321310 115
0.22200821340084076 321310 141
0.10992646217346191 321310 142
0.15025463700294495 321310 143
0.24609282612800598 321310 144
0.16645559668540955 321310 145
0.1638927161693573 321310 128
0.18980947136878967 321310 129
0.15804356336593628 321310 130
0.15195825695991516 321310 131
0.19195544719696045 321310 132
0.12634427845478058 321310 116
0.13110825419425964 321310 117
0.18614545464515686 321310 118
0.11059925705194473 321310 119
0.14528653025627136 321310 120
0.24599483609199524 321310 121
0.16748881340026855 321310 122
0.1595878303050995 321310 123
0.18881818652153015 321310 124
0.22105908393859863 321310 125
0.17665353417396545 321310 126
0.20076397061347961 321310 127
0.17375494539737701 321310 133
0.1682921200990677 321310 134
0.21671730279922485 321310 135
0.1421252340078354 321310 136
0.19184698164463043 321310 137
0.18957507610321045 321310 138
0.1300571858882904 321310 139
0.11563790589570999 321310 140
0.16193801164627075 321310 151
0.19804812967777252 321310 152
0.15618616342544556 321310 153
0.17020228505134583 321310 168
0.18437373638153076 321310 169
0.13788872957229614 321310 170
0.17451131343841553 321310 171
0.5345469117164612 321310 172
7.725680351257324 321759 3
7.891093730926514 321759 4
7.129925727844238 321759 5
7.38659143447876 321759 6
8.058954238891602 321759 7
7.588563919067383 321759 8
7.874441146850586 321759 9
6.205711841583252 321759 10
0.03145022690296173 321781 464
0.04619678482413292 321781 465
0.046883612871170044 321781 466
0.03552474081516266 321781 476
0.03883679583668709 321781 477
0.043093241751194 321781 478
0.047982487827539444 321781 488
0.05042464658617973 321781 489
0.03259630873799324 321781 490
0.024594012647867203 321781 452
0.03100859746336937 321781 453
0.031134024262428284 321781 454
0.4200681746006012 321781 645
0.9950137138366699 321781 646
0.24615231156349182 321781 647
0.08006298542022705 321781 648
0.27161574363708496 321781 649
1.3959728479385376 321781 650
0.02833542786538601 321781 431
0.04190662130713463 321781 432
0.04074237868189812 321781 433
0.03267168626189232 321781 434
0.03394685313105583 321781 435
0.03201109915971756 321781 436
0.07419203221797943 321781 598
0.04938443377614021 321781 599
0.037965260446071625 321781 602
0.08058568835258484 321781 603
0.04273223131895065 321781 446
0.06448246538639069 321781 447
0.030375011265277863 321781 448
0.04198434203863144 321781 449
0.04249604046344757 321781 450
0.02271788939833641 321781 451
0.045951128005981445 321781 550
0.041975945234298706 321781 551
1.1887768507003784 321781 554
0.08646897971630096 321781 555
0.07264743745326996 321781 574
0.06053940951824188 321781 575
0.06855282187461853 321781 578
0.046567484736442566 321781 579
0.03911985456943512 321781 428
0.025672974064946175 321781 429
0.028555825352668762 321781 430
0.052266769111156464 321781 518
0.030062783509492874 321781 519
0.05240681767463684 321781 521
0.03413796424865723 321781 522
0.03625614196062088 321781 540
0.08402657508850098 321781 541
0.04400969296693802 321781 544
0.04741010069847107 321781 545
0.0378192774951458 321781 473
0.035311177372932434 321781 474
0.028083957731723785 321781 475
0.05107599124312401 321781 527
0.04206046462059021 321781 530
0.052258193492889404 321781 531
0.030687205493450165 321781 532
0.03989586979150772 321781 479
0.06708015501499176 321781 480
0.05809741094708443 321781 481
0.044452592730522156 321781 502
0.054956234991550446 321781 503
0.088840551674366 321781 505
0.08693601191043854 321781 622
0.041779451072216034 321781 623
0.060342125594615936 321781 626
0.05691016465425491 321781 627
0.03325847536325455 321781 662
0.04046037048101425 321781 663
0.04438001289963722 321781 664
0.03719034790992737 321781 665
0.059856925159692764 321781 572
0.06852872669696808 321781 573
0.040638722479343414 321781 576
0.05715944990515709 321781 577
0.07821445167064667 321781 630
0.061759769916534424 321781 631
0.057956721633672714 321781 634
0.04222402721643448 321781 635
0.05773664265871048 321781 482
0.0473676398396492 321781 483
0.036047182977199554 321781 484
0.049805447459220886 321781 500
0.050892025232315063 321781 501
0.04602129012346268 321781 504
0.06185166910290718 321781 558
0.04785481467843056 321781 559
0.03575005382299423 321781 562
0.04512825980782509 321781 563
0.03344282507896423 321781 674
0.052536144852638245 321781 675
0.02835029736161232 321781 676
0.02236267551779747 321781 437
0.03343190252780914 321781 438
0.030208218842744827 321781 439
0.03222397342324257 321781 467
0.023062486201524734 321781 468
0.03767453134059906 321781 469
0.04211460053920746 321781 506
0.043508950620889664 321781 507
0.052220623940229416 321781 508
0.024012304842472076 321781 440
0.042994070798158646 321781 441
0.0333666056394577 321781 442
0.035022348165512085 321781 443
0.033849798142910004 321781 444
0.03833051025867462 321781 445
0.03376973420381546 321781 485
0.032304517924785614 321781 486
0.05826153606176376 321781 487
0.03933873027563095 321781 455
0.027027657255530357 321781 456
0.04386526346206665 321781 457
0.025235790759325027 321781 458
0.028023751452565193 321781 459
0.02656625397503376 321781 460
0.03857716917991638 321781 494
0.017261935397982597 321781 496
0.09553539752960205 321781 497
0.042460739612579346 321781 510
0.04817240685224533 321781 511
0.028080860152840614 321781 514
0.03412214666604996 321781 461
0.07839768379926682 321781 462
0.03392845392227173 321781 463
0.06716886162757874 321781 564
0.049997612833976746 321781 565
0.04156677424907684 321781 568
0.06653225421905518 321781 569
0.04389186203479767 321781 670
0.07730606943368912 321781 671
0.04881653934717178 321781 672
0.05503811687231064 321781 673
0.02995993196964264 321781 470
0.06687728315591812 321781 471
0.0296917911618948 321781 472
0.059950780123472214 321781 526
0.03695616498589516 321781 528
0.054341837763786316 321781 529
0.08297088742256165 321781 638
0.05232636258006096 321781 639
0.0730346292257309 321781 642
0.07042764872312546 321781 643
0.0666981041431427 321781 644
0.05556727573275566 321781 491
0.03706412762403488 321781 492
0.030256953090429306 321781 493
0.0507117435336113 321781 509
0.04235556721687317 321781 512
0.04505886882543564 321781 513
0.05467565730214119 321781 606
0.03839443624019623 321781 607
0.03996368870139122 321781 610
0.03545049577951431 321781 611
0.03432101383805275 321781 495
0.056293971836566925 321781 498
0.0803740993142128 321781 499
0.04879646748304367 321781 533
0.03605308383703232 321781 536
0.04706169664859772 321781 537
0.05409828573465347 321781 515
0.03739965707063675 321781 516
0.056528761982917786 321781 517
0.060204021632671356 321781 520
0.047858111560344696 321781 566
0.046604301780462265 321781 567
0.05217765271663666 321781 570
0.03028041496872902 321781 571
0.03687039762735367 321781 523
0.04659310728311539 321781 524
0.05198289453983307 321781 525
0.04002758115530014 321781 588
0.04709527641534805 321781 589
0.045165590941905975 321781 592
0.05718686059117317 321781 593
0.033624082803726196 321781 534
0.058161526918411255 321781 535
0.05050835758447647 321781 538
0.042990438640117645 321781 539
0.4163118302822113 321781 651
0.4593997895717621 321781 652
0.5978053212165833 321781 653
0.12048786878585815 321781 654
0.07077954709529877 321781 655
0.10696028918027878 321781 656
0.039149243384599686 321781 542
0.08723173290491104 321781 543
0.060563698410987854 321781 546
0.06383555382490158 321781 547
0.024917449802160263 321781 590
0.042689528316259384 321781 591
0.047779180109500885 321781 594
0.06504260003566742 321781 595
0.7394636869430542 321781 657
0.31811651587486267 321781 658
0.058785330504179 321781 659
0.06811752915382385 321781 660
0.06105242669582367 321781 661
0.03178175911307335 321781 548
0.040931254625320435 321781 549
0.03674245998263359 321781 552
0.05168294161558151 321781 553
0.04129333794116974 321781 556
0.07067306339740753 321781 557
0.0487535297870636 321781 560
0.052434809505939484 321781 561
0.035969316959381104 321781 582
0.037998512387275696 321781 583
0.03557514399290085 321781 586
0.04514772444963455 321781 587
0.047043927013874054 321781 580
0.05928478762507439 321781 581
0.05357874184846878 321781 584
0.053331974893808365 321781 585
0.05111163854598999 321781 628
0.0426376573741436 321781 629
0.04794357344508171 321781 632
0.06953874230384827 321781 633
0.03677048161625862 321781 596
0.059060510247945786 321781 597
0.03906502202153206 321781 600
0.033807866275310516 321781 601
0.04177576303482056 321781 604
0.06288892775774002 321781 605
0.05224327743053436 321781 608
0.04625944048166275 321781 609
0.06301285326480865 321781 614
0.06965713948011398 321781 615
0.04192337393760681 321781 618
0.027191344648599625 321781 619
0.037277814000844955 321781 612
0.061617638915777206 321781 613
0.06360869109630585 321781 616
0.046696022152900696 321781 617
0.048170872032642365 321781 666
0.031363435089588165 321781 667
0.05877850949764252 321781 668
0.045018263161182404 321781 669
0.08762377500534058 321781 620
0.05422127991914749 321781 621
0.03608618676662445 321781 624
0.0517922043800354 321781 625
0.057094983756542206 321781 636
0.0362156517803669 321781 637
0.07279549539089203 321781 640
0.05271962657570839 321781 641
0.05187506601214409 321794 32
0.3717002272605896 321794 34
0.03433865308761597 321794 158
0.0494561605155468 321794 33
0.6102721095085144 321794 41
0.5574758052825928 321794 35
0.05529037117958069 321794 91
0.09953904151916504 321794 36
0.046073902398347855 321794 77
0.27747583389282227 321794 37
0.09074491262435913 321794 38
0.6271907091140747 321794 39
1.1405370235443115 321794 40
0.03600494563579559 321794 162
0.12065140157938004 321794 42
0.06947442144155502 321794 99
0.4900102913379669 321794 43
1.2132707834243774 321794 44
0.42705947160720825 321794 50
0.4141019880771637 321794 51
2.3904922008514404 321794 45
0.6812164783477783 321794 46
0.5496540069580078 321794 48
0.07019822299480438 321794 93
0.2629051208496094 321794 47
3.080173969268799 321794 52
0.19385826587677002 321794 49
0.0938941016793251 321794 53
0.0750439316034317 321794 54
0.08233949542045593 321794 55
0.09615499526262283 321794 56
0.0918811485171318 321794 57
0.08180508017539978 321794 58
0.08045195043087006 321794 59
0.08670038729906082 321794 60
0.06104409694671631 321794 98
0.08174614608287811 321794 61
0.07531876862049103 321794 62
0.04525938630104065 321794 74
0.07833437621593475 321794 63
0.07742886245250702 321794 64
0.053967081010341644 321794 65
0.060443706810474396 321794 66
0.06618382781744003 321794 67
0.06576594710350037 321794 68
0.07015287131071091 321794 69
0.07467591762542725 321794 70
0.04528003931045532 321794 156
0.07311176508665085 321794 71
0.04559948295354843 321794 80
0.047273389995098114 321794 72
0.06165296584367752 321794 101
0.047904517501592636 321794 73
0.05994030088186264 321794 78
0.05097651481628418 321794 75
0.06648407876491547 321794 89
0.052963946014642715 321794 76
0.04309882968664169 321794 79
0.04472272843122482 321794 81
0.07063952088356018 321794 95
0.05213077366352081 321794 82
0.04254929721355438 321794 116
0.049628160893917084 321794 83
0.04609236121177673 321794 117
0.06177036464214325 321794 84
0.11725569516420364 321794 85
0.1882123053073883 321794 86
0.03844901919364929 321794 131
0.19360928237438202 321794 87
0.1703449785709381 321794 88
0.5970414876937866 321794 192
0.05615435540676117 321794 90
0.06624601036310196 321794 92
0.05156531184911728 321794 94
0.06766875088214874 321794 103
0.04487062245607376 321794 96
0.06805106997489929 321794 97
0.03737415373325348 321794 163
0.06578196585178375 321794 100
0.05902941897511482 321794 102
0.06016024947166443 321794 106
0.06014631688594818 321794 104
0.6151953935623169 321794 194
0.05060172826051712 321794 105
0.03541835770010948 321794 186
0.05928828939795494 321794 115
0.0390721932053566 321794 140
0.04386924207210541 321794 118
0.0397619903087616 321794 137
0.06420110166072845 321794 119
0.04891182482242584 321794 120
0.043226443231105804 321794 121
0.02685186266899109 321794 167
0.04317803680896759 321794 154
0.03595432639122009 321794 142
0.04113991558551788 321794 132
0.03321237862110138 321794 141
0.047863151878118515 321794 133
0.04578063637018204 321794 134
0.04362687095999718 321794 139
0.04696284234523773 321794 135
0.03035646863281727 321794 143
0.041851043701171875 321794 136
0.03898239880800247 321794 144
0.033886123448610306 321794 138
0.03030175343155861 321794 168
0.048641398549079895 321794 145
0.03572247922420502 321794 146
0.0463474839925766 321794 147
0.034309022128582 321794 149
0.046624861657619476 321794 148
0.04221120476722717 321794 150
0.03635097295045853 321794 151
0.037196964025497437 321794 152
0.03103289008140564 321794 153
0.03125707060098648 321794 155
0.03535984456539154 321794 159
0.03691169247031212 321794 157
0.04750016704201698 321794 164
0.03479526937007904 321794 160
0.02493208646774292 321794 166
0.030953940004110336 321794 161
0.03609495237469673 321794 165
0.03261842951178551 321794 185
0.7129901051521301 321794 195
0.7786502838134766 321796 1
0.14229069650173187 321813 23
2.25984263420105 321813 20
1.3821299076080322 321813 21
0.7211251854896545 321813 22
1.5856525897979736 321813 26
2.100318670272827 321813 27
0.3533640503883362 321813 28
0.2038186490535736 321813 24
0.9954360723495483 321813 25
0.5434734225273132 321813 29
0.28159740567207336 321813 30
0.12104953825473785 321813 31
0.04260112717747688 321973 747
1.9505414962768555 322616 1
1.7823035717010498 322616 2
1.7640867233276367 322616 3
1.5607892274856567 322616 4
1.6792851686477661 322616 5
1.8891057968139648 322616 6
1.7548565864562988 322616 7
1.4898347854614258 322616 8
1.6899291276931763 322616 9
1.4991438388824463 322616 10
1.6753313541412354 322616 11
1.8406003713607788 322616 12
1.8142739534378052 322616 13
1.5243778228759766 322616 14
1.4448904991149902 322616 15
1.531625509262085 322616 16
1.4482917785644531 322616 17
1.7053474187850952 322616 18
1.7275307178497314 322616 19
1.7775195837020874 322616 20
1.8456710577011108 322616 21
1.6409168243408203 322616 22
1.8195668458938599 322616 23
1.7456915378570557 322616 24
1.610826015472412 322616 25
1.4543685913085938 322616 26
