EP loss_train loss_valid
1 0.1060870811343193 0.10670194774866104
2 0.10593560338020325 0.10655324161052704
3 0.10578733682632446 0.10640731453895569
4 0.10563850402832031 0.10626080632209778
5 0.10548751801252365 0.10611212998628616
6 0.10533464699983597 0.10596131533384323
7 0.10518065840005875 0.10580900311470032
8 0.1050259992480278 0.10565577447414398
9 0.10487215965986252 0.1055036261677742
10 0.10472069680690765 0.10535398870706558
11 0.1045704334974289 0.10520528256893158
12 0.10441957414150238 0.1050557941198349
13 0.1042676717042923 0.10490525513887405
14 0.10411477833986282 0.10475374758243561
15 0.1039612665772438 0.1046016737818718
16 0.10380654782056808 0.1044485867023468
17 0.10364902019500732 0.10429276525974274
18 0.10348834097385406 0.10413387417793274
19 0.10332423448562622 0.10397157818078995
20 0.10315583646297455 0.10380463302135468
21 0.10298160463571548 0.10363177210092545
22 0.10280244052410126 0.10345409065485
23 0.10262028872966766 0.10327351093292236
24 0.10243459790945053 0.10308952629566193
25 0.10224507749080658 0.10290170460939407
26 0.10205212980508804 0.10271038115024567
27 0.10185568779706955 0.10251548886299133
28 0.10165547579526901 0.1023169457912445
29 0.1014518141746521 0.10211515426635742
30 0.10124529153108597 0.10191051661968231
31 0.1010357216000557 0.1017027199268341
32 0.10082203894853592 0.10149067640304565
33 0.10060287266969681 0.10127317160367966
34 0.10037773102521896 0.10104990005493164
35 0.10014667361974716 0.10082080960273743
36 0.09991039335727692 0.10058657824993134
37 0.09966933727264404 0.10034750401973724
38 0.09942484647035599 0.1001049056649208
39 0.0991770401597023 0.099858857691288
40 0.09892724454402924 0.09961064159870148
41 0.09867480397224426 0.09935968369245529
42 0.09841810166835785 0.09910469502210617
43 0.09815675765275955 0.09884538501501083
44 0.09789016842842102 0.09858095645904541
45 0.09761496633291245 0.09830774366855621
46 0.09733132272958755 0.09802593290805817
47 0.09704084694385529 0.09773731976747513
48 0.09674366563558578 0.09744210541248322
49 0.09643971174955368 0.09714020043611526
50 0.09612858295440674 0.09683137387037277
51 0.09580973535776138 0.09651505947113037
52 0.09548353403806686 0.09619161486625671
53 0.09515085816383362 0.09586193412542343
54 0.09481362253427505 0.09552770107984543
55 0.09447061270475388 0.09518761932849884
56 0.09412039816379547 0.09484054893255234
57 0.09376262873411179 0.09448610991239548
58 0.09339699894189835 0.0941239446401596
59 0.09302316606044769 0.09375371038913727
60 0.09264089912176132 0.09337514638900757
61 0.09225005656480789 0.09298814088106155
62 0.09185053408145905 0.09259258955717087
63 0.09144226461648941 0.09218848496675491
64 0.09102528542280197 0.0917758047580719
65 0.09059955179691315 0.09135447442531586
66 0.09016502648591995 0.0909244492650032
67 0.08972147107124329 0.09048548340797424
68 0.08926793187856674 0.09003657102584839
69 0.08880309760570526 0.08957646787166595
70 0.08832783997058868 0.089105986058712
71 0.08784424513578415 0.08862749487161636
72 0.08735350519418716 0.0881420373916626
73 0.0868539959192276 0.08764801174402237
74 0.08634510636329651 0.08714472502470016
75 0.08582694083452225 0.08663221448659897
76 0.08529984205961227 0.08611063659191132
