good_channel bad_channel
0.21512870490550995 0.21444757282733917
0.247312530875206 0.2474599927663803
0.16070686280727386 0.16095797717571259
0.1777183711528778 0.17346692085266113
0.18880602717399597 0.18374848365783691
0.1971074491739273 0.1926613748073578
0.15577714145183563 0.15895135700702667
0.2711455225944519 0.2675388753414154
0.26544880867004395 0.265353262424469
0.34082266688346863 0.3425268530845642
0.2735002040863037 0.2738491892814636
0.27054908871650696 0.26890847086906433
0.2587425410747528 0.257401704788208
0.20978552103042603 0.20992261171340942
0.2480410784482956 0.24432742595672607
0.23191538453102112 0.2352529913187027
0.19590719044208527 0.19559507071971893
0.2585577964782715 0.2598758935928345
0.215257465839386 0.212050199508667
0.25175294280052185 0.24947646260261536
0.47387441992759705 0.4493773877620697
0.301041841506958 0.30180594325065613
0.27074021100997925 0.2722703814506531
0.19320116937160492 0.19343282282352448
0.20007210969924927 0.20051564276218414
0.20499418675899506 0.20129290223121643
0.2614412009716034 0.2624846398830414
0.2283654510974884 0.23004227876663208
0.2514970600605011 0.2489137500524521
0.22896665334701538 0.22737805545330048
0.17210039496421814 0.17538152635097504
0.21258015930652618 0.21567662060260773
0.2608296275138855 0.2585519850254059
0.2281867265701294 0.22659127414226532
0.2871759533882141 0.28241264820098877
0.29910367727279663 0.29808828234672546
0.2380935102701187 0.23996640741825104
0.21623565256595612 0.21827195584774017
0.2001415342092514 0.19743598997592926
0.30620497465133667 0.30512624979019165
0.24778549373149872 0.2453359067440033
0.2510126829147339 0.2497120201587677
0.1922697126865387 0.1813744753599167
0.24303831160068512 0.22345061600208282
0.2124452441930771 0.2187192440032959
0.23155437409877777 0.22914089262485504
0.19906312227249146 0.195792555809021
0.22873549163341522 0.21524789929389954
0.07806170731782913 0.06700391322374344
0.23213723301887512 0.22669774293899536
0.17665424942970276 0.17715273797512054
0.22748194634914398 0.22628189623355865
0.30423998832702637 0.2975689172744751
0.2296055108308792 0.22688144445419312
0.22594225406646729 0.2241312861442566
0.2306361198425293 0.2177482396364212
0.2285768985748291 0.23040354251861572
0.21436789631843567 0.2168891727924347
0.26049405336380005 0.26470455527305603
0.24031271040439606 0.23745299875736237
0.2024160474538803 0.20313143730163574
0.2539868652820587 0.252440482378006
0.308819442987442 0.3087230622768402
0.26072219014167786 0.2558010220527649
0.2171436846256256 0.21646450459957123
0.24105112254619598 0.24043093621730804
0.27842628955841064 0.2826734781265259
0.2886069416999817 0.28769364953041077
0.24659238755702972 0.24751247465610504
0.16733193397521973 0.15635880827903748
0.20092405378818512 0.1974908709526062
0.1788979470729828 0.17878280580043793
0.18425939977169037 0.1865520030260086
0.23870886862277985 0.23880057036876678
0.25740617513656616 0.26089125871658325
0.23440799117088318 0.23698025941848755
0.11759617179632187 0.1692502647638321
0.18891093134880066 0.18940088152885437
0.24761217832565308 0.24897296726703644
0.27284368872642517 0.27557408809661865
0.21962063014507294 0.220134899020195
0.23533742129802704 0.23806160688400269
0.24841949343681335 0.24487358331680298
0.2057093381881714 0.20651018619537354
0.2104889303445816 0.21119709312915802
0.2503131330013275 0.2502624988555908
0.20343640446662903 0.2079157531261444
0.23869358003139496 0.23858968913555145
0.28601428866386414 0.2877236306667328
0.2347467988729477 0.23502644896507263
0.2444862574338913 0.24578674137592316
0.18124087154865265 0.18112976849079132
0.19749189913272858 0.195337176322937
0.23594141006469727 0.23704543709754944
0.23867960274219513 0.23767901957035065
0.263461709022522 0.2628360092639923
0.23550675809383392 0.23362617194652557
0.12296642363071442 0.17803789675235748
0.23040954768657684 0.23313458263874054
0.23654215037822723 0.23745281994342804
0.12351443618535995 0.1239263266324997
0.12050734460353851 0.12376520782709122
0.242351695895195 0.23872420191764832
0.23719938099384308 0.23523643612861633
0.15422524511814117 0.20637467503547668
0.2788151502609253 0.27495139837265015
0.21182599663734436 0.20750534534454346
0.23548664152622223 0.2416916936635971
0.2865654528141022 0.2906401753425598
0.21790461242198944 0.21387287974357605
0.17432020604610443 0.17246422171592712
0.22621001303195953 0.223968043923378
0.21193230152130127 0.2117861956357956
0.24726928770542145 0.24345338344573975
0.13353295624256134 0.1365864872932434
0.1072939932346344 0.10794556140899658
0.12158457189798355 0.1352687031030655
0.23486626148223877 0.24597294628620148
0.13778777420520782 0.13371393084526062
0.27517229318618774 0.2727963626384735
0.26807576417922974 0.267825722694397
0.15388919413089752 0.1540982574224472
0.21119868755340576 0.21367968618869781
0.22237470746040344 0.22431762516498566
0.27227360010147095 0.27245527505874634
0.14582262933254242 0.14465773105621338
0.20590490102767944 0.20317794382572174
0.19834576547145844 0.19510801136493683
0.09753428399562836 0.09832566976547241
0.23147721588611603 0.23090799152851105
0.24679751694202423 0.2404012233018875
0.23407331109046936 0.22510039806365967
0.11334061622619629 0.10725532472133636
0.2602185010910034 0.25893092155456543
0.2819932997226715 0.2817954421043396
0.2691989243030548 0.2745068371295929
0.18953074514865875 0.1847313493490219
0.24496659636497498 0.24268482625484467
0.2961963415145874 0.292495995759964
0.195303276181221 0.20556828379631042
0.19064651429653168 0.18834802508354187
0.2696729600429535 0.26700615882873535
0.26809805631637573 0.2749335467815399
0.2081921398639679 0.20604339241981506
0.25788962841033936 0.2560652494430542
0.19970454275608063 0.19636417925357819
0.24510668218135834 0.2390839159488678
0.29950326681137085 0.3018196225166321
0.21559756994247437 0.20965354144573212
0.11869064718484879 0.11811796575784683
0.2316230684518814 0.23178711533546448
0.2815465033054352 0.2845155596733093
0.2738531827926636 0.27850115299224854
0.09623733907938004 0.09151101857423782
0.2603907883167267 0.25776204466819763
0.2578757703304291 0.2594130039215088
0.14831256866455078 0.1460973620414734
0.22453106939792633 0.22214658558368683
0.20623640716075897 0.20281566679477692
0.23877549171447754 0.23780037462711334
0.11409476399421692 0.11155611276626587
0.2321452796459198 0.2319943606853485
0.24226073920726776 0.2406521737575531
0.09087830781936646 0.09398399293422699
0.2206975817680359 0.21766144037246704
0.27438661456108093 0.27255308628082275
0.24261260032653809 0.24240092933177948
0.08948910981416702 0.08861900120973587
0.31073814630508423 0.3089500963687897
0.28511664271354675 0.284760981798172
0.2093459665775299 0.21094560623168945
0.24249176681041718 0.24224351346492767
0.2790117561817169 0.27804163098335266
0.27639278769493103 0.28037241101264954
0.23269377648830414 0.22992753982543945
0.16972292959690094 0.16850429773330688
0.23988069593906403 0.23822885751724243
0.3296290934085846 0.33557265996932983
0.33308711647987366 0.32369765639305115
0.24740463495254517 0.24683243036270142
0.2519397735595703 0.2507576048374176
0.3311544954776764 0.3313060700893402
0.2338983565568924 0.23369275033473969
0.3030664920806885 0.30266159772872925
0.10970111936330795 0.11113126575946808
0.2189207375049591 0.22226330637931824
0.23731155693531036 0.23502296209335327
0.23534953594207764 0.23713770508766174
0.08683416247367859 0.08763740211725235
0.2268514782190323 0.22716447710990906
0.3114607036113739 0.311660498380661
0.09302567690610886 0.09471658617258072
0.2551787793636322 0.25854331254959106
0.22882825136184692 0.22915783524513245
0.2748737037181854 0.27963486313819885
0.10097561776638031 0.10346317291259766
0.27657613158226013 0.2760904133319855
0.27981871366500854 0.2809646725654602
0.11734016239643097 0.1189727932214737
0.13042710721492767 0.14701658487319946
0.2291199415922165 0.2302764654159546
0.2064182311296463 0.20771147310733795
0.21154150366783142 0.22290854156017303
0.26871001720428467 0.2712728679180145
0.25992685556411743 0.2626357078552246
0.12123215198516846 0.12236257642507553
0.25301507115364075 0.2538336217403412
0.10501117259263992 0.11607444286346436
0.22451230883598328 0.22684834897518158
0.1011829525232315 0.10089937597513199
0.19481487572193146 0.19645880162715912
0.23824892938137054 0.2402438074350357
0.13849326968193054 0.1379707008600235
0.10609758645296097 0.11847089976072311
0.21665585041046143 0.22147917747497559
0.2020472139120102 0.20455250144004822
0.1720575988292694 0.18522857129573822
0.286834180355072 0.28851330280303955
0.2669315040111542 0.26608216762542725
0.12275510281324387 0.12392441183328629
0.4468347132205963 0.4342949688434601
0.20867690443992615 0.20981404185295105
0.47106608748435974 0.4558946192264557
0.12991808354854584 0.12568573653697968
0.23146198689937592 0.2328719049692154
0.2498895674943924 0.24896404147148132
0.14143697917461395 0.14490924775600433
0.29027608036994934 0.29062584042549133
0.13071884214878082 0.1274861991405487
0.1250954270362854 0.131242573261261
0.10687288641929626 0.10591182857751846
0.2855648696422577 0.28512847423553467
0.27227783203125 0.26884785294532776
0.22987757623195648 0.2308843582868576
0.26650261878967285 0.27034512162208557
0.313408225774765 0.3097933232784271
0.24551720917224884 0.24632692337036133
0.16434191167354584 0.15837408602237701
0.2721291780471802 0.2711406350135803
0.3185279369354248 0.3167889714241028
0.28307271003723145 0.29018837213516235
0.24811267852783203 0.24769559502601624
0.2054389864206314 0.20299296081066132
0.29914751648902893 0.2948363721370697
0.4311535358428955 0.4121197760105133
0.23441201448440552 0.23676347732543945
0.2544676661491394 0.25341957807540894
0.1313234269618988 0.13209812343120575
0.29697635769844055 0.29064151644706726
0.16150113940238953 0.1962798833847046
0.3249015510082245 0.3236864507198334
0.1433829367160797 0.14646640419960022
0.335039883852005 0.33498966693878174
0.22183343768119812 0.22238603234291077
0.11483082920312881 0.11406764388084412
0.3677281439304352 0.352618545293808
0.2923256456851959 0.29345181584358215
0.36188074946403503 0.3476629853248596
